\doc
TITLE. White Clay Creek at 926 Stage Data 2012
ABSTRACT. White Clay Creek at 926 stage measurements as determined from continuous data loggers 
INVESTIGATOR. Anthony Aufdenkampe, Stroud Water Research Center, 970 Spencer Road, Avondale, PA 19311, aufdenkampe@stroudcenter.org. 
INVESTIGATOR.	Sara Geleskie Damiano, Stroud Water Research Center, 970 Spencer Road, Avondale, PA 19311,sgeleskie@stroudcenter.org
VARIABLES. Gage height 
KEYWORDS. white clay creek,stroud water research center,christina river,hydrology,stage
CITATION. White Clay Creek at 926 stage measurements as determined from continuous data loggers
PUBLICATIONS.  
COMMENTS. Version 2, Publication Date, 07MAY15 
WCC2154,20120101  9:00, 0.815
WCC2154,20120101  9:05, 0.815
WCC2154,20120101  9:10, 0.813
WCC2154,20120101  9:15, 0.813
WCC2154,20120101  9:20, 0.815
WCC2154,20120101  9:25, 0.815
WCC2154,20120101  9:30, 0.812
WCC2154,20120101  9:35, 0.81
WCC2154,20120101  9:40, 0.81
WCC2154,20120101  9:45, 0.809
WCC2154,20120101  9:50, 0.809
WCC2154,20120101  9:55, 0.812
WCC2154,20120101 10:00, 0.813
WCC2154,20120101 10:05, 0.813
WCC2154,20120101 10:10, 0.814
WCC2154,20120101 10:15, 0.811
WCC2154,20120101 10:20, 0.811
WCC2154,20120101 10:25, 0.809
WCC2154,20120101 10:30, 0.814
WCC2154,20120101 10:35, 0.813
WCC2154,20120101 10:40, 0.812
WCC2154,20120101 10:45, 0.814
WCC2154,20120101 10:50, 0.813
WCC2154,20120101 10:55, 0.815
WCC2154,20120101 11:00, 0.817
WCC2154,20120101 11:05, 0.818
WCC2154,20120101 11:10, 0.813
WCC2154,20120101 11:15, 0.816
WCC2154,20120101 11:20, 0.814
WCC2154,20120101 11:25, 0.816
WCC2154,20120101 11:30, 0.821
WCC2154,20120101 11:35, 0.818
WCC2154,20120101 11:40, 0.82
WCC2154,20120101 11:45, 0.82
WCC2154,20120101 11:50, 0.82
WCC2154,20120101 11:55, 0.821
WCC2154,20120101 12:00, 0.823
WCC2154,20120101 12:05, 0.826
WCC2154,20120101 12:10, 0.824
WCC2154,20120101 12:15, 0.827
WCC2154,20120101 12:20, 0.825
WCC2154,20120101 12:25, 0.826
WCC2154,20120101 12:30, 0.828
WCC2154,20120101 12:35, 0.825
WCC2154,20120101 12:40, 0.825
WCC2154,20120101 12:45, 0.823
WCC2154,20120101 12:50, 0.822
WCC2154,20120101 12:55, 0.825
WCC2154,20120101 13:00, 0.824
WCC2154,20120101 13:05, 0.825
WCC2154,20120101 13:10, 0.826
WCC2154,20120101 13:15, 0.824
WCC2154,20120101 13:20, 0.825
WCC2154,20120101 13:25, 0.824
WCC2154,20120101 13:30, 0.822
WCC2154,20120101 13:35, 0.825
WCC2154,20120101 13:40, 0.822
WCC2154,20120101 13:45, 0.821
WCC2154,20120101 13:50, 0.819
WCC2154,20120101 13:55, 0.823
WCC2154,20120101 14:00, 0.826
WCC2154,20120101 14:05, 0.827
WCC2154,20120101 14:10, 0.825
WCC2154,20120101 14:15, 0.826
WCC2154,20120101 14:20, 0.826
WCC2154,20120101 14:25, 0.822
WCC2154,20120101 14:30, 0.826
WCC2154,20120101 14:35, 0.822
WCC2154,20120101 14:40, 0.821
WCC2154,20120101 14:45, 0.83
WCC2154,20120101 14:50, 0.826
WCC2154,20120101 14:55, 0.824
WCC2154,20120101 15:00, 0.824
WCC2154,20120101 15:05, 0.83
WCC2154,20120101 15:10, 0.829
WCC2154,20120101 15:15, 0.827
WCC2154,20120101 15:20, 0.826
WCC2154,20120101 15:25, 0.824
WCC2154,20120101 15:30, 0.823
WCC2154,20120101 15:35, 0.823
WCC2154,20120101 15:40, 0.823
WCC2154,20120101 15:45, 0.823
WCC2154,20120101 15:50, 0.828
WCC2154,20120101 15:55, 0.828
WCC2154,20120101 16:00, 0.824
WCC2154,20120101 16:05, 0.825
WCC2154,20120101 16:10, 0.831
WCC2154,20120101 16:15, 0.831
WCC2154,20120101 16:20, 0.829
WCC2154,20120101 16:25, 0.827
WCC2154,20120101 16:30, 0.829
WCC2154,20120101 16:35, 0.828
WCC2154,20120101 16:40, 0.83
WCC2154,20120101 16:45, 0.827
WCC2154,20120101 16:50, 0.827
WCC2154,20120101 16:55, 0.828
WCC2154,20120101 17:00, 0.834
WCC2154,20120101 17:05, 0.83
WCC2154,20120101 17:10, 0.835
WCC2154,20120101 17:15, 0.832
WCC2154,20120101 17:20, 0.834
WCC2154,20120101 17:25, 0.831
WCC2154,20120101 17:30, 0.833
WCC2154,20120101 17:35, 0.833
WCC2154,20120101 17:40, 0.834
WCC2154,20120101 17:45, 0.835
WCC2154,20120101 17:50, 0.831
WCC2154,20120101 17:55, 0.835
WCC2154,20120101 18:00, 0.833
WCC2154,20120101 18:05, 0.833
WCC2154,20120101 18:10, 0.834
WCC2154,20120101 18:15, 0.836
WCC2154,20120101 18:20, 0.838
WCC2154,20120101 18:25, 0.836
WCC2154,20120101 18:30, 0.836
WCC2154,20120101 18:35, 0.836
WCC2154,20120101 18:40, 0.834
WCC2154,20120101 18:45, 0.836
WCC2154,20120101 18:50, 0.834
WCC2154,20120101 18:55, 0.84
WCC2154,20120101 19:00, 0.837
WCC2154,20120101 19:05, 0.837
WCC2154,20120101 19:10, 0.84
WCC2154,20120101 19:15, 0.835
WCC2154,20120101 19:20, 0.839
WCC2154,20120101 19:25, 0.835
WCC2154,20120101 19:30, 0.836
WCC2154,20120101 19:35, 0.833
WCC2154,20120101 19:40, 0.841
WCC2154,20120101 19:45, 0.84
WCC2154,20120101 19:50, 0.838
WCC2154,20120101 19:55, 0.84
WCC2154,20120101 20:00, 0.835
WCC2154,20120101 20:05, 0.838
WCC2154,20120101 20:10, 0.839
WCC2154,20120101 20:15, 0.84
WCC2154,20120101 20:20, 0.837
WCC2154,20120101 20:25, 0.839
WCC2154,20120101 20:30, 0.842
WCC2154,20120101 20:35, 0.84
WCC2154,20120101 20:40, 0.836
WCC2154,20120101 20:45, 0.837
WCC2154,20120101 20:50, 0.837
WCC2154,20120101 20:55, 0.838
WCC2154,20120101 21:00, 0.836
WCC2154,20120101 21:05, 0.836
WCC2154,20120101 21:10, 0.835
WCC2154,20120101 21:15, 0.835
WCC2154,20120101 21:20, 0.837
WCC2154,20120101 21:25, 0.836
WCC2154,20120101 21:30, 0.836
WCC2154,20120101 21:35, 0.836
WCC2154,20120101 21:40, 0.836
WCC2154,20120101 21:45, 0.836
WCC2154,20120101 21:50, 0.838
WCC2154,20120101 21:55, 0.838
WCC2154,20120101 22:00, 0.836
WCC2154,20120101 22:05, 0.837
WCC2154,20120101 22:10, 0.842
WCC2154,20120101 22:15, 0.835
WCC2154,20120101 22:20, 0.838
WCC2154,20120101 22:25, 0.834
WCC2154,20120101 22:30, 0.836
WCC2154,20120101 22:35, 0.832
WCC2154,20120101 22:40, 0.837
WCC2154,20120101 22:45, 0.835
WCC2154,20120101 22:50, 0.834
WCC2154,20120101 22:55, 0.833
WCC2154,20120101 23:00, 0.835
WCC2154,20120101 23:05, 0.83
WCC2154,20120101 23:10, 0.832
WCC2154,20120101 23:15, 0.831
WCC2154,20120101 23:20, 0.831
WCC2154,20120101 23:25, 0.832
WCC2154,20120101 23:30, 0.837
WCC2154,20120101 23:35, 0.838
WCC2154,20120101 23:40, 0.835
WCC2154,20120101 23:45, 0.836
WCC2154,20120101 23:50, 0.835
WCC2154,20120101 23:55, 0.832
WCC2154,20120102  0:00, 0.829
WCC2154,20120102  0:05, 0.833
WCC2154,20120102  0:10, 0.832
WCC2154,20120102  0:15, 0.83
WCC2154,20120102  0:20, 0.831
WCC2154,20120102  0:25, 0.834
WCC2154,20120102  0:30, 0.831
WCC2154,20120102  0:35, 0.831
WCC2154,20120102  0:40, 0.83
WCC2154,20120102  0:45, 0.832
WCC2154,20120102  0:50, 0.828
WCC2154,20120102  0:55, 0.828
WCC2154,20120102  1:00, 0.833
WCC2154,20120102  1:05, 0.828
WCC2154,20120102  1:10, 0.828
WCC2154,20120102  1:15, 0.829
WCC2154,20120102  1:20, 0.828
WCC2154,20120102  1:25, 0.823
WCC2154,20120102  1:30, 0.828
WCC2154,20120102  1:35, 0.829
WCC2154,20120102  1:40, 0.829
WCC2154,20120102  1:45, 0.83
WCC2154,20120102  1:50, 0.836
WCC2154,20120102  1:55, 0.836
WCC2154,20120102  2:00, 0.832
WCC2154,20120102  2:05, 0.829
WCC2154,20120102  2:10, 0.834
WCC2154,20120102  2:15, 0.827
WCC2154,20120102  2:20, 0.826
WCC2154,20120102  2:25, 0.829
WCC2154,20120102  2:30, 0.835
WCC2154,20120102  2:35, 0.829
WCC2154,20120102  2:40, 0.832
WCC2154,20120102  2:45, 0.824
WCC2154,20120102  2:50, 0.829
WCC2154,20120102  2:55, 0.824
WCC2154,20120102  3:00, 0.821
WCC2154,20120102  3:05, 0.819
WCC2154,20120102  3:10, 0.82
WCC2154,20120102  3:15, 0.824
WCC2154,20120102  3:20, 0.826
WCC2154,20120102  3:25, 0.827
WCC2154,20120102  3:30, 0.826
WCC2154,20120102  3:35, 0.824
WCC2154,20120102  3:40, 0.824
WCC2154,20120102  3:45, 0.828
WCC2154,20120102  3:50, 0.829
WCC2154,20120102  3:55, 0.824
WCC2154,20120102  4:00, 0.823
WCC2154,20120102  4:05, 0.826
WCC2154,20120102  4:10, 0.822
WCC2154,20120102  4:15, 0.825
WCC2154,20120102  4:20, 0.819
WCC2154,20120102  4:25, 0.82
WCC2154,20120102  4:30, 0.831
WCC2154,20120102  4:35, 0.824
WCC2154,20120102  4:40, 0.832
WCC2154,20120102  4:45, 0.823
WCC2154,20120102  4:50, 0.827
WCC2154,20120102  4:55, 0.829
WCC2154,20120102  5:00, 0.82
WCC2154,20120102  5:05, 0.832
WCC2154,20120102  5:10, 0.83
WCC2154,20120102  5:15, 0.827
WCC2154,20120102  5:20, 0.822
WCC2154,20120102  5:25, 0.826
WCC2154,20120102  5:30, 0.825
WCC2154,20120102  5:35, 0.819
WCC2154,20120102  5:40, 0.824
WCC2154,20120102  5:45, 0.828
WCC2154,20120102  5:50, 0.824
WCC2154,20120102  5:55, 0.822
WCC2154,20120102  6:00, 0.826
WCC2154,20120102  6:05, 0.826
WCC2154,20120102  6:10, 0.822
WCC2154,20120102  6:15, 0.825
WCC2154,20120102  6:20, 0.822
WCC2154,20120102  6:25, 0.826
WCC2154,20120102  6:30, 0.825
WCC2154,20120102  6:35, 0.827
WCC2154,20120102  6:40, 0.825
WCC2154,20120102  6:45, 0.819
WCC2154,20120102  6:50, 0.823
WCC2154,20120102  6:55, 0.823
WCC2154,20120102  7:00, 0.823
WCC2154,20120102  7:05, 0.828
WCC2154,20120102  7:10, 0.828
WCC2154,20120102  7:15, 0.828
WCC2154,20120102  7:20, 0.823
WCC2154,20120102  7:25, 0.825
WCC2154,20120102  7:30, 0.825
WCC2154,20120102  7:35, 0.826
WCC2154,20120102  7:40, 0.822
WCC2154,20120102  7:45, 0.826
WCC2154,20120102  7:50, 0.826
WCC2154,20120102  7:55, 0.82
WCC2154,20120102  8:00, 0.823
WCC2154,20120102  8:05, 0.822
WCC2154,20120102  8:10, 0.821
WCC2154,20120102  8:15, 0.821
WCC2154,20120102  8:20, 0.821
WCC2154,20120102  8:25, 0.819
WCC2154,20120102  8:30, 0.822
WCC2154,20120102  8:35, 0.82
WCC2154,20120102  8:40, 0.818
WCC2154,20120102  8:45, 0.819
WCC2154,20120102  8:50, 0.819
WCC2154,20120102  8:55, 0.817
WCC2154,20120102  9:00, 0.817
WCC2154,20120102  9:05, 0.817
WCC2154,20120102  9:10, 0.814
WCC2154,20120102  9:15, 0.818
WCC2154,20120102  9:20, 0.822
WCC2154,20120102  9:25, 0.813
WCC2154,20120102  9:30, 0.815
WCC2154,20120102  9:35, 0.817
WCC2154,20120102  9:40, 0.812
WCC2154,20120102  9:45, 0.818
WCC2154,20120102  9:50, 0.812
WCC2154,20120102  9:55, 0.815
WCC2154,20120102 10:00, 0.815
WCC2154,20120102 10:05, 0.82
WCC2154,20120102 10:10, 0.813
WCC2154,20120102 10:15, 0.816
WCC2154,20120102 10:20, 0.823
WCC2154,20120102 10:25, 0.819
WCC2154,20120102 10:30, 0.822
WCC2154,20120102 10:35, 0.817
WCC2154,20120102 10:40, 0.817
WCC2154,20120102 10:45, 0.823
WCC2154,20120102 10:50, 0.82
WCC2154,20120102 10:55, 0.819
WCC2154,20120102 11:00, 0.817
WCC2154,20120102 11:05, 0.818
WCC2154,20120102 11:10, 0.818
WCC2154,20120102 11:15, 0.82
WCC2154,20120102 11:20, 0.816
WCC2154,20120102 11:25, 0.819
WCC2154,20120102 11:30, 0.824
WCC2154,20120102 11:35, 0.825
WCC2154,20120102 11:40, 0.825
WCC2154,20120102 11:45, 0.824
WCC2154,20120102 11:50, 0.826
WCC2154,20120102 11:55, 0.825
WCC2154,20120102 12:00, 0.826
WCC2154,20120102 12:05, 0.827
WCC2154,20120102 12:10, 0.825
WCC2154,20120102 12:15, 0.826
WCC2154,20120102 12:20, 0.826
WCC2154,20120102 12:25, 0.825
WCC2154,20120102 12:30, 0.825
WCC2154,20120102 12:35, 0.823
WCC2154,20120102 12:40, 0.824
WCC2154,20120102 12:45, 0.822
WCC2154,20120102 12:50, 0.828
WCC2154,20120102 12:55, 0.827
WCC2154,20120102 13:00, 0.824
WCC2154,20120102 13:05, 0.821
WCC2154,20120102 13:10, 0.823
WCC2154,20120102 13:15, 0.823
WCC2154,20120102 13:20, 0.825
WCC2154,20120102 13:25, 0.823
WCC2154,20120102 13:30, 0.825
WCC2154,20120102 13:35, 0.825
WCC2154,20120102 13:40, 0.822
WCC2154,20120102 13:45, 0.825
WCC2154,20120102 13:50, 0.827
WCC2154,20120102 13:55, 0.827
WCC2154,20120102 14:00, 0.825
WCC2154,20120102 14:05, 0.832
WCC2154,20120102 14:10, 0.827
WCC2154,20120102 14:15, 0.827
WCC2154,20120102 14:20, 0.829
WCC2154,20120102 14:25, 0.833
WCC2154,20120102 14:30, 0.828
WCC2154,20120102 14:35, 0.826
WCC2154,20120102 14:40, 0.827
WCC2154,20120102 14:45, 0.829
WCC2154,20120102 14:50, 0.826
WCC2154,20120102 14:55, 0.828
WCC2154,20120102 15:00, 0.825
WCC2154,20120102 15:05, 0.827
WCC2154,20120102 15:10, 0.827
WCC2154,20120102 15:15, 0.827
WCC2154,20120102 15:20, 0.826
WCC2154,20120102 15:25, 0.824
WCC2154,20120102 15:30, 0.826
WCC2154,20120102 15:35, 0.827
WCC2154,20120102 15:40, 0.825
WCC2154,20120102 15:45, 0.83
WCC2154,20120102 15:50, 0.826
WCC2154,20120102 15:55, 0.83
WCC2154,20120102 16:00, 0.828
WCC2154,20120102 16:05, 0.825
WCC2154,20120102 16:10, 0.83
WCC2154,20120102 16:15, 0.827
WCC2154,20120102 16:20, 0.823
WCC2154,20120102 16:25, 0.83
WCC2154,20120102 16:30, 0.83
WCC2154,20120102 16:35, 0.826
WCC2154,20120102 16:40, 0.829
WCC2154,20120102 16:45, 0.827
WCC2154,20120102 16:50, 0.826
WCC2154,20120102 16:55, 0.828
WCC2154,20120102 17:00, 0.829
WCC2154,20120102 17:05, 0.824
WCC2154,20120102 17:10, 0.826
WCC2154,20120102 17:15, 0.829
WCC2154,20120102 17:20, 0.825
WCC2154,20120102 17:25, 0.826
WCC2154,20120102 17:30, 0.828
WCC2154,20120102 17:35, 0.828
WCC2154,20120102 17:40, 0.828
WCC2154,20120102 17:45, 0.829
WCC2154,20120102 17:50, 0.824
WCC2154,20120102 17:55, 0.827
WCC2154,20120102 18:00, 0.826
WCC2154,20120102 18:05, 0.826
WCC2154,20120102 18:10, 0.825
WCC2154,20120102 18:15, 0.827
WCC2154,20120102 18:20, 0.825
WCC2154,20120102 18:25, 0.826
WCC2154,20120102 18:30, 0.827
WCC2154,20120102 18:35, 0.825
WCC2154,20120102 18:40, 0.827
WCC2154,20120102 18:45, 0.827
WCC2154,20120102 18:50, 0.827
WCC2154,20120102 18:55, 0.825
WCC2154,20120102 19:00, 0.825
WCC2154,20120102 19:05, 0.825
WCC2154,20120102 19:10, 0.826
WCC2154,20120102 19:15, 0.826
WCC2154,20120102 19:20, 0.824
WCC2154,20120102 19:25, 0.825
WCC2154,20120102 19:30, 0.825
WCC2154,20120102 19:35, 0.828
WCC2154,20120102 19:40, 0.827
WCC2154,20120102 19:45, 0.826
WCC2154,20120102 19:50, 0.827
WCC2154,20120102 19:55, 0.827
WCC2154,20120102 20:00, 0.827
WCC2154,20120102 20:05, 0.825
WCC2154,20120102 20:10, 0.829
WCC2154,20120102 20:15, 0.827
WCC2154,20120102 20:20, 0.826
WCC2154,20120102 20:25, 0.826
WCC2154,20120102 20:30, 0.827
WCC2154,20120102 20:35, 0.826
WCC2154,20120102 20:40, 0.828
WCC2154,20120102 20:45, 0.829
WCC2154,20120102 20:50, 0.827
WCC2154,20120102 20:55, 0.827
WCC2154,20120102 21:00, 0.83
WCC2154,20120102 21:05, 0.827
WCC2154,20120102 21:10, 0.826
WCC2154,20120102 21:15, 0.823
WCC2154,20120102 21:20, 0.826
WCC2154,20120102 21:25, 0.827
WCC2154,20120102 21:30, 0.826
WCC2154,20120102 21:35, 0.827
WCC2154,20120102 21:40, 0.828
WCC2154,20120102 21:45, 0.826
WCC2154,20120102 21:50, 0.826
WCC2154,20120102 21:55, 0.822
WCC2154,20120102 22:00, 0.827
WCC2154,20120102 22:05, 0.826
WCC2154,20120102 22:10, 0.825
WCC2154,20120102 22:15, 0.825
WCC2154,20120102 22:20, 0.827
WCC2154,20120102 22:25, 0.825
WCC2154,20120102 22:30, 0.827
WCC2154,20120102 22:35, 0.824
WCC2154,20120102 22:40, 0.825
WCC2154,20120102 22:45, 0.827
WCC2154,20120102 22:50, 0.825
WCC2154,20120102 22:55, 0.822
WCC2154,20120102 23:00, 0.827
WCC2154,20120102 23:05, 0.827
WCC2154,20120102 23:10, 0.826
WCC2154,20120102 23:15, 0.826
WCC2154,20120102 23:20, 0.826
WCC2154,20120102 23:25, 0.828
WCC2154,20120102 23:30, 0.822
WCC2154,20120102 23:35, 0.828
WCC2154,20120102 23:40, 0.823
WCC2154,20120102 23:45, 0.823
WCC2154,20120102 23:50, 0.827
WCC2154,20120102 23:55, 0.825
WCC2154,20120103  0:00, 0.826
WCC2154,20120103  0:05, 0.827
WCC2154,20120103  0:10, 0.829
WCC2154,20120103  0:15, 0.827
WCC2154,20120103  0:20, 0.824
WCC2154,20120103  0:25, 0.827
WCC2154,20120103  0:30, 0.827
WCC2154,20120103  0:35, 0.826
WCC2154,20120103  0:40, 0.826
WCC2154,20120103  0:45, 0.828
WCC2154,20120103  0:50, 0.827
WCC2154,20120103  0:55, 0.827
WCC2154,20120103  1:00, 0.826
WCC2154,20120103  1:05, 0.828
WCC2154,20120103  1:10, 0.828
WCC2154,20120103  1:15, 0.825
WCC2154,20120103  1:20, 0.825
WCC2154,20120103  1:25, 0.826
WCC2154,20120103  1:30, 0.826
WCC2154,20120103  1:35, 0.826
WCC2154,20120103  1:40, 0.827
WCC2154,20120103  1:45, 0.826
WCC2154,20120103  1:50, 0.826
WCC2154,20120103  1:55, 0.827
WCC2154,20120103  2:00, 0.826
WCC2154,20120103  2:05, 0.825
WCC2154,20120103  2:10, 0.825
WCC2154,20120103  2:15, 0.826
WCC2154,20120103  2:20, 0.825
WCC2154,20120103  2:25, 0.825
WCC2154,20120103  2:30, 0.826
WCC2154,20120103  2:35, 0.827
WCC2154,20120103  2:40, 0.827
WCC2154,20120103  2:45, 0.828
WCC2154,20120103  2:50, 0.829
WCC2154,20120103  2:55, 0.827
WCC2154,20120103  3:00, 0.827
WCC2154,20120103  3:05, 0.827
WCC2154,20120103  3:10, 0.826
WCC2154,20120103  3:15, 0.826
WCC2154,20120103  3:20, 0.825
WCC2154,20120103  3:25, 0.826
WCC2154,20120103  3:30, 0.826
WCC2154,20120103  3:35, 0.824
WCC2154,20120103  3:40, 0.827
WCC2154,20120103  3:45, 0.826
WCC2154,20120103  3:50, 0.824
WCC2154,20120103  3:55, 0.826
WCC2154,20120103  4:00, 0.825
WCC2154,20120103  4:05, 0.825
WCC2154,20120103  4:10, 0.825
WCC2154,20120103  4:15, 0.824
WCC2154,20120103  4:20, 0.824
WCC2154,20120103  4:25, 0.825
WCC2154,20120103  4:30, 0.825
WCC2154,20120103  4:35, 0.826
WCC2154,20120103  4:40, 0.824
WCC2154,20120103  4:45, 0.825
WCC2154,20120103  4:50, 0.822
WCC2154,20120103  4:55, 0.822
WCC2154,20120103  5:00, 0.825
WCC2154,20120103  5:05, 0.822
WCC2154,20120103  5:10, 0.822
WCC2154,20120103  5:15, 0.824
WCC2154,20120103  5:20, 0.824
WCC2154,20120103  5:25, 0.824
WCC2154,20120103  5:30, 0.825
WCC2154,20120103  5:35, 0.825
WCC2154,20120103  5:40, 0.825
WCC2154,20120103  5:45, 0.826
WCC2154,20120103  5:50, 0.824
WCC2154,20120103  5:55, 0.824
WCC2154,20120103  6:00, 0.824
WCC2154,20120103  6:05, 0.825
WCC2154,20120103  6:10, 0.823
WCC2154,20120103  6:15, 0.823
WCC2154,20120103  6:20, 0.821
WCC2154,20120103  6:25, 0.826
WCC2154,20120103  6:30, 0.825
WCC2154,20120103  6:35, 0.821
WCC2154,20120103  6:40, 0.824
WCC2154,20120103  6:45, 0.826
WCC2154,20120103  6:50, 0.827
WCC2154,20120103  6:55, 0.823
WCC2154,20120103  7:00, 0.823
WCC2154,20120103  7:05, 0.827
WCC2154,20120103  7:10, 0.826
WCC2154,20120103  7:15, 0.825
WCC2154,20120103  7:20, 0.824
WCC2154,20120103  7:25, 0.823
WCC2154,20120103  7:30, 0.823
WCC2154,20120103  7:35, 0.824
WCC2154,20120103  7:40, 0.827
WCC2154,20120103  7:45, 0.823
WCC2154,20120103  7:50, 0.825
WCC2154,20120103  7:55, 0.825
WCC2154,20120103  8:00, 0.823
WCC2154,20120103  8:05, 0.823
WCC2154,20120103  8:10, 0.821
